CustomerKey,CustomerID,CustomerName,Gender,AgeGroup,City,Region,Country,CustomerSegment,LoyaltyTier
1174,C01174,Customer 1174,F,18-25,Hyderabad,Central,India,Consumer,Bronze
1175,C01175,Customer 1175,M,26-35,Hyderabad,Central,India,Corporate,Bronze
1176,C01176,Customer 1176,M,26-35,Delhi,North,India,Corporate,Silver
1177,C01177,Customer 1177,F,26-35,Mumbai,West,India,Corporate,Gold
1178,C01178,Customer 1178,M,36-50,Bengaluru,South,India,Consumer,Bronze
1179,C01179,Customer 1179,M,50+,Kolkata,East,India,Corporate,Bronze
1180,C01180,Customer 1180,F,18-25,Hyderabad,Central,India,Corporate,Bronze
1181,C01181,Customer 1181,F,26-35,Hyderabad,Central,India,Consumer,Bronze
1182,C01182,Customer 1182,F,36-50,Bengaluru,South,India,Consumer,Bronze
1183,C01183,Customer 1183,M,36-50,Hyderabad,Central,India,Consumer,Gold
1184,C01184,Customer 1184,F,26-35,Kolkata,East,India,Corporate,Bronze
1185,C01185,Customer 1185,M,26-35,Mumbai,West,India,Consumer,Silver
1186,C01186,Customer 1186,M,50+,Bengaluru,South,India,Corporate,Bronze
1187,C01187,Customer 1187,F,50+,Bengaluru,South,India,Consumer,Silver
1188,C01188,Customer 1188,M,36-50,Bengaluru,South,India,Consumer,Bronze
1189,C01189,Customer 1189,M,18-25,Hyderabad,Central,India,Consumer,Bronze
1190,C01190,Customer 1190,M,50+,Kolkata,East,India,Consumer,Bronze
1191,C01191,Customer 1191,F,50+,Delhi,North,India,Consumer,Silver
1192,C01192,Customer 1192,F,26-35,Delhi,North,India,Consumer,Bronze
1193,C01193,Customer 1193,M,50+,Delhi,North,India,Consumer,Bronze
1194,C01194,Customer 1194,M,50+,Kolkata,East,India,Consumer,Bronze
1195,C01195,Customer 1195,M,36-50,Kolkata,East,India,Consumer,Silver
1196,C01196,Customer 1196,M,50+,Delhi,North,India,Corporate,Bronze
1197,C01197,Customer 1197,F,50+,Delhi,North,India,Corporate,Silver
1198,C01198,Customer 1198,M,18-25,Hyderabad,Central,India,Consumer,Bronze
1199,C01199,Customer 1199,F,18-25,Delhi,North,India,Consumer,Bronze
1200,C01200,Customer 1200,M,36-50,Hyderabad,Central,India,Consumer,Silver
1201,C01201,Customer 1201,M,26-35,Delhi,North,India,Small Business,Bronze
1202,C01202,Customer 1202,F,26-35,Delhi,North,India,Corporate,Silver
1203,C01203,Customer 1203,F,36-50,Mumbai,West,India,Consumer,Bronze
1204,C01204,Customer 1204,M,36-50,Delhi,North,India,Consumer,Bronze
1205,C01205,Customer 1205,M,50+,Hyderabad,Central,India,Corporate,Silver
1206,C01206,Customer 1206,F,50+,Hyderabad,Central,India,Consumer,Silver
1207,C01207,Customer 1207,M,50+,Delhi,North,India,Consumer,Bronze
1208,C01208,Customer 1208,F,18-25,Bengaluru,South,India,Consumer,Bronze
1209,C01209,Customer 1209,F,26-35,Bengaluru,South,India,Corporate,Silver
1210,C01210,Customer 1210,F,50+,Delhi,North,India,Small Business,Silver
1211,C01211,Customer 1211,F,36-50,Bengaluru,South,India,Consumer,Silver
1212,C01212,Customer 1212,F,26-35,Delhi,North,India,Consumer,Gold
1213,C01213,Customer 1213,F,50+,Bengaluru,South,India,Consumer,Silver
1214,C01214,Customer 1214,F,50+,Mumbai,West,India,Consumer,Silver
1215,C01215,Customer 1215,M,36-50,Mumbai,West,India,Consumer,Bronze
1216,C01216,Customer 1216,M,26-35,Mumbai,West,India,Consumer,Bronze
1217,C01217,Customer 1217,M,36-50,Bengaluru,South,India,Consumer,Bronze
1218,C01218,Customer 1218,M,26-35,Bengaluru,South,India,Consumer,Platinum
1219,C01219,Customer 1219,M,50+,Hyderabad,Central,India,Consumer,Bronze
1220,C01220,Customer 1220,M,36-50,Hyderabad,Central,India,Small Business,Bronze
1221,C01221,Customer 1221,M,36-50,Kolkata,East,India,Consumer,Bronze
1222,C01222,Customer 1222,M,50+,Kolkata,East,India,Small Business,Bronze
1223,C01223,Customer 1223,F,36-50,Hyderabad,Central,India,Consumer,Bronze
1224,C01224,Customer 1224,M,50+,Hyderabad,Central,India,Consumer,Bronze
1225,C01225,Customer 1225,M,26-35,Kolkata,East,India,Consumer,Bronze
1226,C01226,Customer 1226,F,26-35,Delhi,North,India,Consumer,Bronze
1227,C01227,Customer 1227,M,26-35,Delhi,North,India,Corporate,Silver
1228,C01228,Customer 1228,M,18-25,Bengaluru,South,India,Consumer,Bronze
1229,C01229,Customer 1229,F,26-35,Delhi,North,India,Consumer,Silver
1230,C01230,Customer 1230,M,36-50,Hyderabad,Central,India,Consumer,Silver
1231,C01231,Customer 1231,F,50+,Kolkata,East,India,Consumer,Bronze
1232,C01232,Customer 1232,F,50+,Mumbai,West,India,Corporate,Bronze
1233,C01233,Customer 1233,F,50+,Kolkata,East,India,Consumer,Gold
1234,C01234,Customer 1234,F,26-35,Kolkata,East,India,Corporate,Silver
1235,C01235,Customer 1235,M,36-50,Bengaluru,South,India,Consumer,Gold
1236,C01236,Customer 1236,M,50+,Mumbai,West,India,Consumer,Bronze
1237,C01237,Customer 1237,F,26-35,Mumbai,West,India,Consumer,Silver
1238,C01238,Customer 1238,M,26-35,Bengaluru,South,India,Corporate,Bronze
1239,C01239,Customer 1239,M,36-50,Kolkata,East,India,Corporate,Bronze
1240,C01240,Customer 1240,F,26-35,Hyderabad,Central,India,Consumer,Bronze
1241,C01241,Customer 1241,F,50+,Mumbai,West,India,Consumer,Silver
1242,C01242,Customer 1242,F,26-35,Mumbai,West,India,Consumer,Silver
1243,C01243,Customer 1243,M,18-25,Bengaluru,South,India,Corporate,Bronze
1244,C01244,Customer 1244,F,50+,Delhi,North,India,Consumer,Gold
1245,C01245,Customer 1245,M,36-50,Kolkata,East,India,Consumer,Silver
1246,C01246,Customer 1246,M,18-25,Mumbai,West,India,Consumer,Bronze
1247,C01247,Customer 1247,F,26-35,Bengaluru,South,India,Consumer,Bronze
1248,C01248,Customer 1248,M,36-50,Mumbai,West,India,Consumer,Silver
1249,C01249,Customer 1249,M,26-35,Delhi,North,India,Corporate,Silver
1250,C01250,Customer 1250,F,36-50,Bengaluru,South,India,Corporate,Silver
1251,C01251,Customer 1251,F,36-50,Mumbai,West,India,Consumer,Silver
1252,C01252,Customer 1252,M,26-35,Bengaluru,South,India,Consumer,Bronze
1253,C01253,Customer 1253,F,36-50,Kolkata,East,India,Small Business,Bronze
1254,C01254,Customer 1254,M,26-35,Bengaluru,South,India,Corporate,Silver
1255,C01255,Customer 1255,M,50+,Hyderabad,Central,India,Consumer,Bronze
1256,C01256,Customer 1256,M,50+,Bengaluru,South,India,Consumer,Silver
1257,C01257,Customer 1257,F,36-50,Bengaluru,South,India,Consumer,Bronze
1258,C01258,Customer 1258,M,26-35,Delhi,North,India,Corporate,Bronze
1259,C01259,Customer 1259,F,26-35,Bengaluru,South,India,Consumer,Platinum
1260,C01260,Customer 1260,M,18-25,Kolkata,East,India,Consumer,Bronze
1261,C01261,Customer 1261,M,26-35,Kolkata,East,India,Consumer,Silver
1262,C01262,Customer 1262,M,50+,Hyderabad,Central,India,Consumer,Bronze
1263,C01263,Customer 1263,F,18-25,Delhi,North,India,Corporate,Silver
1264,C01264,Customer 1264,M,26-35,Hyderabad,Central,India,Consumer,Bronze
1265,C01265,Customer 1265,M,36-50,Delhi,North,India,Small Business,Bronze
1266,C01266,Customer 1266,M,18-25,Bengaluru,South,India,Consumer,Silver
1267,C01267,Customer 1267,M,26-35,Delhi,North,India,Small Business,Bronze
1268,C01268,Customer 1268,M,18-25,Hyderabad,Central,India,Small Business,Gold
1269,C01269,Customer 1269,F,26-35,Kolkata,East,India,Consumer,Platinum
1270,C01270,Customer 1270,F,50+,Bengaluru,South,India,Consumer,Silver
1271,C01271,Customer 1271,M,36-50,Kolkata,East,India,Consumer,Bronze
1272,C01272,Customer 1272,F,36-50,Bengaluru,South,India,Corporate,Silver
1273,C01273,Customer 1273,M,36-50,Delhi,North,India,Consumer,Bronze
1274,C01274,Customer 1274,F,50+,Kolkata,East,India,Consumer,Bronze
1275,C01275,Customer 1275,M,18-25,Kolkata,East,India,Corporate,Gold
1276,C01276,Customer 1276,M,18-25,Mumbai,West,India,Small Business,Bronze
1277,C01277,Customer 1277,F,50+,Delhi,North,India,Consumer,Silver
1278,C01278,Customer 1278,M,50+,Delhi,North,India,Consumer,Silver
1279,C01279,Customer 1279,M,18-25,Delhi,North,India,Consumer,Bronze
1280,C01280,Customer 1280,F,18-25,Bengaluru,South,India,Consumer,Bronze
1281,C01281,Customer 1281,F,36-50,Kolkata,East,India,Corporate,Gold
1282,C01282,Customer 1282,F,50+,Kolkata,East,India,Consumer,Platinum
1283,C01283,Customer 1283,F,26-35,Kolkata,East,India,Corporate,Bronze
1284,C01284,Customer 1284,F,50+,Mumbai,West,India,Consumer,Gold
1285,C01285,Customer 1285,M,18-25,Delhi,North,India,Corporate,Bronze
1286,C01286,Customer 1286,M,50+,Delhi,North,India,Consumer,Bronze
1287,C01287,Customer 1287,M,18-25,Mumbai,West,India,Consumer,Silver
1288,C01288,Customer 1288,F,26-35,Kolkata,East,India,Consumer,Bronze
1289,C01289,Customer 1289,F,36-50,Hyderabad,Central,India,Corporate,Silver
1290,C01290,Customer 1290,M,50+,Delhi,North,India,Corporate,Bronze
1291,C01291,Customer 1291,F,50+,Kolkata,East,India,Consumer,Bronze
1292,C01292,Customer 1292,F,26-35,Bengaluru,South,India,Consumer,Bronze
1293,C01293,Customer 1293,F,18-25,Kolkata,East,India,Consumer,Bronze
1294,C01294,Customer 1294,F,50+,Hyderabad,Central,India,Consumer,Bronze
1295,C01295,Customer 1295,F,36-50,Delhi,North,India,Consumer,Platinum
1296,C01296,Customer 1296,F,36-50,Hyderabad,Central,India,Consumer,Bronze
1297,C01297,Customer 1297,M,36-50,Delhi,North,India,Consumer,Silver
1298,C01298,Customer 1298,F,50+,Delhi,North,India,Consumer,Bronze
1299,C01299,Customer 1299,F,36-50,Mumbai,West,India,Consumer,Bronze
1300,C01300,Customer 1300,F,18-25,Bengaluru,South,India,Small Business,Bronze
1301,C01301,Customer 1301,M,36-50,Mumbai,West,India,Consumer,Silver
1302,C01302,Customer 1302,F,50+,Delhi,North,India,Consumer,Gold
1303,C01303,Customer 1303,M,50+,Mumbai,West,India,Consumer,Platinum
1304,C01304,Customer 1304,F,36-50,Kolkata,East,India,Consumer,Gold
1305,C01305,Customer 1305,M,36-50,Delhi,North,India,Consumer,Gold
1306,C01306,Customer 1306,M,36-50,Mumbai,West,India,Consumer,Bronze
1307,C01307,Customer 1307,M,26-35,Kolkata,East,India,Consumer,Bronze
1308,C01308,Customer 1308,F,26-35,Hyderabad,Central,India,Consumer,Platinum
1309,C01309,Customer 1309,M,36-50,Hyderabad,Central,India,Consumer,Silver
1310,C01310,Customer 1310,F,50+,Hyderabad,Central,India,Consumer,Silver
1311,C01311,Customer 1311,F,50+,Mumbai,West,India,Consumer,Bronze
1312,C01312,Customer 1312,F,36-50,Kolkata,East,India,Consumer,Bronze
1313,C01313,Customer 1313,M,18-25,Hyderabad,Central,India,Consumer,Silver
1314,C01314,Customer 1314,F,26-35,Bengaluru,South,India,Consumer,Gold
1315,C01315,Customer 1315,F,50+,Kolkata,East,India,Small Business,Silver
1316,C01316,Customer 1316,M,36-50,Delhi,North,India,Consumer,Bronze
1317,C01317,Customer 1317,F,50+,Mumbai,West,India,Consumer,Gold
1318,C01318,Customer 1318,M,50+,Delhi,North,India,Consumer,Bronze
1319,C01319,Customer 1319,F,26-35,Bengaluru,South,India,Consumer,Bronze
1320,C01320,Customer 1320,M,26-35,Bengaluru,South,India,Corporate,Bronze
1321,C01321,Customer 1321,F,50+,Kolkata,East,India,Consumer,Bronze
1322,C01322,Customer 1322,F,26-35,Bengaluru,South,India,Consumer,Silver
1323,C01323,Customer 1323,M,18-25,Mumbai,West,India,Small Business,Bronze
1324,C01324,Customer 1324,M,18-25,Delhi,North,India,Consumer,Bronze
1325,C01325,Customer 1325,F,36-50,Delhi,North,India,Consumer,Gold
1326,C01326,Customer 1326,M,26-35,Kolkata,East,India,Consumer,Silver
1327,C01327,Customer 1327,F,50+,Delhi,North,India,Corporate,Bronze
1328,C01328,Customer 1328,F,36-50,Delhi,North,India,Corporate,Silver
1329,C01329,Customer 1329,F,26-35,Bengaluru,South,India,Consumer,Bronze
1330,C01330,Customer 1330,F,50+,Mumbai,West,India,Consumer,Silver
1331,C01331,Customer 1331,F,18-25,Kolkata,East,India,Consumer,Bronze
1332,C01332,Customer 1332,F,26-35,Bengaluru,South,India,Consumer,Silver
1333,C01333,Customer 1333,M,18-25,Mumbai,West,India,Corporate,Silver
1334,C01334,Customer 1334,M,36-50,Delhi,North,India,Consumer,Bronze
1335,C01335,Customer 1335,M,26-35,Mumbai,West,India,Corporate,Bronze
1336,C01336,Customer 1336,F,36-50,Kolkata,East,India,Consumer,Gold
1337,C01337,Customer 1337,F,26-35,Bengaluru,South,India,Corporate,Bronze
1338,C01338,Customer 1338,F,50+,Kolkata,East,India,Corporate,Bronze
1339,C01339,Customer 1339,F,50+,Delhi,North,India,Corporate,Gold
1340,C01340,Customer 1340,F,18-25,Mumbai,West,India,Corporate,Silver
1341,C01341,Customer 1341,M,36-50,Hyderabad,Central,India,Consumer,Silver
1342,C01342,Customer 1342,F,50+,Hyderabad,Central,India,Consumer,Silver
1343,C01343,Customer 1343,F,26-35,Bengaluru,South,India,Consumer,Bronze
1344,C01344,Customer 1344,F,18-25,Mumbai,West,India,Consumer,Bronze
1345,C01345,Customer 1345,F,36-50,Bengaluru,South,India,Consumer,Gold
1346,C01346,Customer 1346,F,26-35,Bengaluru,South,India,Consumer,Gold
1347,C01347,Customer 1347,M,18-25,Mumbai,West,India,Consumer,Bronze
1348,C01348,Customer 1348,M,18-25,Kolkata,East,India,Small Business,Gold
1349,C01349,Customer 1349,M,18-25,Hyderabad,Central,India,Small Business,Bronze
1350,C01350,Customer 1350,M,50+,Bengaluru,South,India,Consumer,Silver
1351,C01351,Customer 1351,M,36-50,Bengaluru,South,India,Consumer,Silver
1352,C01352,Customer 1352,F,50+,Delhi,North,India,Corporate,Bronze
1353,C01353,Customer 1353,M,26-35,Bengaluru,South,India,Small Business,Gold
1354,C01354,Customer 1354,F,50+,Mumbai,West,India,Consumer,Bronze
1355,C01355,Customer 1355,M,36-50,Bengaluru,South,India,Corporate,Bronze
1356,C01356,Customer 1356,F,26-35,Bengaluru,South,India,Consumer,Platinum
1357,C01357,Customer 1357,F,26-35,Bengaluru,South,India,Consumer,Silver
1358,C01358,Customer 1358,M,18-25,Kolkata,East,India,Consumer,Gold
1359,C01359,Customer 1359,M,50+,Kolkata,East,India,Corporate,Silver
1360,C01360,Customer 1360,M,18-25,Mumbai,West,India,Consumer,Bronze
1361,C01361,Customer 1361,F,36-50,Bengaluru,South,India,Small Business,Gold
1362,C01362,Customer 1362,M,18-25,Hyderabad,Central,India,Consumer,Silver
1363,C01363,Customer 1363,F,36-50,Mumbai,West,India,Consumer,Gold
1364,C01364,Customer 1364,M,36-50,Delhi,North,India,Consumer,Bronze
1365,C01365,Customer 1365,F,26-35,Mumbai,West,India,Consumer,Silver
1366,C01366,Customer 1366,M,36-50,Kolkata,East,India,Consumer,Bronze
1367,C01367,Customer 1367,F,36-50,Bengaluru,South,India,Corporate,Gold
1368,C01368,Customer 1368,F,36-50,Mumbai,West,India,Consumer,Bronze
1369,C01369,Customer 1369,F,50+,Bengaluru,South,India,Corporate,Bronze
1370,C01370,Customer 1370,M,26-35,Kolkata,East,India,Consumer,Bronze
1371,C01371,Customer 1371,F,36-50,Delhi,North,India,Consumer,Bronze
1372,C01372,Customer 1372,F,18-25,Delhi,North,India,Consumer,Platinum
1373,C01373,Customer 1373,F,50+,Hyderabad,Central,India,Consumer,Gold
1374,C01374,Customer 1374,M,36-50,Bengaluru,South,India,Consumer,Gold
1375,C01375,Customer 1375,M,36-50,Bengaluru,South,India,Consumer,Silver
1376,C01376,Customer 1376,M,26-35,Bengaluru,South,India,Consumer,Bronze
1377,C01377,Customer 1377,M,36-50,Kolkata,East,India,Consumer,Silver
1378,C01378,Customer 1378,F,36-50,Delhi,North,India,Consumer,Platinum
1379,C01379,Customer 1379,M,18-25,Mumbai,West,India,Consumer,Gold
1380,C01380,Customer 1380,F,36-50,Kolkata,East,India,Consumer,Bronze
1381,C01381,Customer 1381,F,36-50,Delhi,North,India,Small Business,Platinum
1382,C01382,Customer 1382,M,26-35,Hyderabad,Central,India,Corporate,Gold
1383,C01383,Customer 1383,F,18-25,Mumbai,West,India,Corporate,Silver
1384,C01384,Customer 1384,F,18-25,Hyderabad,Central,India,Consumer,Bronze
1385,C01385,Customer 1385,M,18-25,Kolkata,East,India,Corporate,Bronze
1386,C01386,Customer 1386,F,26-35,Kolkata,East,India,Consumer,Bronze
1387,C01387,Customer 1387,F,26-35,Kolkata,East,India,Consumer,Bronze
1388,C01388,Customer 1388,M,50+,Mumbai,West,India,Consumer,Bronze
1389,C01389,Customer 1389,F,18-25,Mumbai,West,India,Corporate,Gold
1390,C01390,Customer 1390,M,50+,Hyderabad,Central,India,Consumer,Bronze
1391,C01391,Customer 1391,F,50+,Hyderabad,Central,India,Consumer,Silver
1392,C01392,Customer 1392,F,18-25,Bengaluru,South,India,Consumer,Bronze
1393,C01393,Customer 1393,F,26-35,Kolkata,East,India,Small Business,Silver
1394,C01394,Customer 1394,M,50+,Mumbai,West,India,Consumer,Bronze
1395,C01395,Customer 1395,M,18-25,Delhi,North,India,Consumer,Bronze
1396,C01396,Customer 1396,F,36-50,Kolkata,East,India,Consumer,Bronze
1397,C01397,Customer 1397,M,18-25,Hyderabad,Central,India,Corporate,Bronze
1398,C01398,Customer 1398,F,18-25,Bengaluru,South,India,Consumer,Gold
1399,C01399,Customer 1399,F,50+,Mumbai,West,India,Corporate,Bronze
1400,C01400,Customer 1400,F,26-35,Mumbai,West,India,Consumer,Bronze
1401,C01401,Customer 1401,F,18-25,Hyderabad,Central,India,Consumer,Bronze
1402,C01402,Customer 1402,M,18-25,Kolkata,East,India,Consumer,Bronze
1403,C01403,Customer 1403,F,36-50,Kolkata,East,India,Consumer,Platinum
1404,C01404,Customer 1404,F,36-50,Mumbai,West,India,Consumer,Bronze
1405,C01405,Customer 1405,M,18-25,Bengaluru,South,India,Consumer,Bronze
1406,C01406,Customer 1406,M,50+,Delhi,North,India,Consumer,Silver
1407,C01407,Customer 1407,M,18-25,Kolkata,East,India,Consumer,Bronze
1408,C01408,Customer 1408,F,18-25,Kolkata,East,India,Consumer,Gold
1409,C01409,Customer 1409,F,50+,Kolkata,East,India,Consumer,Bronze
1410,C01410,Customer 1410,M,36-50,Bengaluru,South,India,Consumer,Gold
1411,C01411,Customer 1411,F,18-25,Delhi,North,India,Consumer,Gold
1412,C01412,Customer 1412,F,50+,Kolkata,East,India,Corporate,Silver
1413,C01413,Customer 1413,F,18-25,Hyderabad,Central,India,Consumer,Bronze
1414,C01414,Customer 1414,F,26-35,Hyderabad,Central,India,Corporate,Silver
1415,C01415,Customer 1415,F,18-25,Kolkata,East,India,Consumer,Silver
1416,C01416,Customer 1416,M,50+,Kolkata,East,India,Consumer,Silver
1417,C01417,Customer 1417,F,18-25,Kolkata,East,India,Consumer,Silver
1418,C01418,Customer 1418,F,50+,Kolkata,East,India,Consumer,Bronze
1419,C01419,Customer 1419,F,26-35,Mumbai,West,India,Corporate,Silver
1420,C01420,Customer 1420,F,36-50,Kolkata,East,India,Corporate,Silver
1421,C01421,Customer 1421,M,36-50,Bengaluru,South,India,Consumer,Bronze
1422,C01422,Customer 1422,M,26-35,Kolkata,East,India,Consumer,Silver
1423,C01423,Customer 1423,F,50+,Delhi,North,India,Consumer,Bronze
1424,C01424,Customer 1424,M,36-50,Delhi,North,India,Corporate,Bronze
1425,C01425,Customer 1425,M,18-25,Bengaluru,South,India,Corporate,Bronze
1426,C01426,Customer 1426,M,18-25,Delhi,North,India,Consumer,Bronze
1427,C01427,Customer 1427,F,18-25,Mumbai,West,India,Corporate,Silver
1428,C01428,Customer 1428,M,18-25,Bengaluru,South,India,Small Business,Bronze
1429,C01429,Customer 1429,M,18-25,Kolkata,East,India,Corporate,Silver
1430,C01430,Customer 1430,M,18-25,Delhi,North,India,Consumer,Bronze
1431,C01431,Customer 1431,F,26-35,Bengaluru,South,India,Corporate,Silver
1432,C01432,Customer 1432,F,18-25,Hyderabad,Central,India,Consumer,Bronze
1433,C01433,Customer 1433,M,26-35,Bengaluru,South,India,Consumer,Bronze
1434,C01434,Customer 1434,M,50+,Delhi,North,India,Consumer,Silver
1435,C01435,Customer 1435,F,36-50,Delhi,North,India,Corporate,Bronze
1436,C01436,Customer 1436,M,50+,Bengaluru,South,India,Corporate,Bronze
1437,C01437,Customer 1437,F,50+,Kolkata,East,India,Corporate,Platinum
1438,C01438,Customer 1438,F,18-25,Hyderabad,Central,India,Consumer,Silver
1439,C01439,Customer 1439,M,18-25,Hyderabad,Central,India,Consumer,Bronze
1440,C01440,Customer 1440,F,18-25,Bengaluru,South,India,Consumer,Bronze
1441,C01441,Customer 1441,M,36-50,Bengaluru,South,India,Consumer,Gold
1442,C01442,Customer 1442,F,36-50,Hyderabad,Central,India,Small Business,Bronze
1443,C01443,Customer 1443,M,50+,Mumbai,West,India,Consumer,Bronze
1444,C01444,Customer 1444,F,36-50,Hyderabad,Central,India,Corporate,Silver
1445,C01445,Customer 1445,M,36-50,Kolkata,East,India,Consumer,Silver
1446,C01446,Customer 1446,M,36-50,Kolkata,East,India,Consumer,Silver
1447,C01447,Customer 1447,F,26-35,Mumbai,West,India,Consumer,Gold
1448,C01448,Customer 1448,F,26-35,Hyderabad,Central,India,Corporate,Bronze
1449,C01449,Customer 1449,M,18-25,Kolkata,East,India,Corporate,Bronze
1450,C01450,Customer 1450,F,18-25,Hyderabad,Central,India,Consumer,Silver
1451,C01451,Customer 1451,F,36-50,Delhi,North,India,Consumer,Bronze
1452,C01452,Customer 1452,M,26-35,Mumbai,West,India,Consumer,Bronze
1453,C01453,Customer 1453,M,50+,Hyderabad,Central,India,Consumer,Bronze
1454,C01454,Customer 1454,M,36-50,Mumbai,West,India,Consumer,Bronze
1455,C01455,Customer 1455,F,18-25,Kolkata,East,India,Consumer,Bronze
1456,C01456,Customer 1456,F,26-35,Bengaluru,South,India,Consumer,Bronze
1457,C01457,Customer 1457,F,50+,Hyderabad,Central,India,Corporate,Silver
1458,C01458,Customer 1458,F,50+,Kolkata,East,India,Corporate,Bronze
1459,C01459,Customer 1459,M,26-35,Bengaluru,South,India,Consumer,Bronze
1460,C01460,Customer 1460,M,26-35,Hyderabad,Central,India,Consumer,Bronze
1461,C01461,Customer 1461,F,18-25,Bengaluru,South,India,Consumer,Bronze
1462,C01462,Customer 1462,F,36-50,Delhi,North,India,Consumer,Bronze
1463,C01463,Customer 1463,F,36-50,Mumbai,West,India,Consumer,Bronze
1464,C01464,Customer 1464,M,50+,Bengaluru,South,India,Consumer,Gold
1465,C01465,Customer 1465,M,26-35,Mumbai,West,India,Corporate,Bronze
1466,C01466,Customer 1466,F,18-25,Delhi,North,India,Corporate,Bronze
1467,C01467,Customer 1467,F,50+,Hyderabad,Central,India,Small Business,Silver
1468,C01468,Customer 1468,M,26-35,Kolkata,East,India,Consumer,Bronze
1469,C01469,Customer 1469,F,26-35,Kolkata,East,India,Corporate,Bronze
1470,C01470,Customer 1470,F,50+,Hyderabad,Central,India,Consumer,Bronze
1471,C01471,Customer 1471,M,50+,Hyderabad,Central,India,Corporate,Silver
1472,C01472,Customer 1472,M,36-50,Bengaluru,South,India,Consumer,Bronze
1473,C01473,Customer 1473,M,26-35,Hyderabad,Central,India,Small Business,Silver
1474,C01474,Customer 1474,M,50+,Delhi,North,India,Consumer,Bronze
1475,C01475,Customer 1475,M,18-25,Hyderabad,Central,India,Consumer,Bronze
1476,C01476,Customer 1476,F,18-25,Hyderabad,Central,India,Corporate,Silver
1477,C01477,Customer 1477,M,50+,Kolkata,East,India,Corporate,Bronze
1478,C01478,Customer 1478,M,50+,Kolkata,East,India,Consumer,Silver
1479,C01479,Customer 1479,F,18-25,Kolkata,East,India,Consumer,Bronze
1480,C01480,Customer 1480,F,26-35,Bengaluru,South,India,Consumer,Silver
1481,C01481,Customer 1481,F,50+,Bengaluru,South,India,Consumer,Bronze
1482,C01482,Customer 1482,M,18-25,Mumbai,West,India,Corporate,Bronze
1483,C01483,Customer 1483,F,26-35,Delhi,North,India,Consumer,Bronze
1484,C01484,Customer 1484,M,18-25,Kolkata,East,India,Consumer,Silver
1485,C01485,Customer 1485,M,50+,Hyderabad,Central,India,Consumer,Silver
1486,C01486,Customer 1486,F,18-25,Delhi,North,India,Consumer,Silver
1487,C01487,Customer 1487,F,18-25,Delhi,North,India,Consumer,Bronze
1488,C01488,Customer 1488,F,18-25,Delhi,North,India,Consumer,Silver
1489,C01489,Customer 1489,F,50+,Bengaluru,South,India,Consumer,Gold
1490,C01490,Customer 1490,M,26-35,Hyderabad,Central,India,Consumer,Platinum
1491,C01491,Customer 1491,F,50+,Bengaluru,South,India,Consumer,Gold
1492,C01492,Customer 1492,F,26-35,Hyderabad,Central,India,Consumer,Gold
1493,C01493,Customer 1493,F,36-50,Kolkata,East,India,Corporate,Bronze
1494,C01494,Customer 1494,M,36-50,Mumbai,West,India,Consumer,Silver
1495,C01495,Customer 1495,M,36-50,Hyderabad,Central,India,Consumer,Silver
1496,C01496,Customer 1496,F,50+,Bengaluru,South,India,Consumer,Silver
1497,C01497,Customer 1497,F,36-50,Mumbai,West,India,Small Business,Silver
1498,C01498,Customer 1498,M,36-50,Mumbai,West,India,Consumer,Bronze
1499,C01499,Customer 1499,F,18-25,Hyderabad,Central,India,Small Business,Bronze
1500,C01500,Customer 1500,F,18-25,Delhi,North,India,Small Business,Silver
1501,C01501,Customer 1501,F,50+,Kolkata,East,India,Consumer,Silver
1502,C01502,Customer 1502,M,50+,Delhi,North,India,Consumer,Bronze
1503,C01503,Customer 1503,F,50+,Kolkata,East,India,Consumer,Silver
1504,C01504,Customer 1504,M,50+,Delhi,North,India,Consumer,Bronze
1505,C01505,Customer 1505,M,18-25,Delhi,North,India,Corporate,Silver
1506,C01506,Customer 1506,M,18-25,Mumbai,West,India,Corporate,Silver
1507,C01507,Customer 1507,M,50+,Bengaluru,South,India,Small Business,Bronze
1508,C01508,Customer 1508,M,18-25,Kolkata,East,India,Consumer,Gold
1509,C01509,Customer 1509,M,36-50,Kolkata,East,India,Consumer,Bronze
1510,C01510,Customer 1510,M,26-35,Hyderabad,Central,India,Consumer,Bronze
1511,C01511,Customer 1511,M,36-50,Delhi,North,India,Small Business,Gold
1512,C01512,Customer 1512,F,26-35,Hyderabad,Central,India,Corporate,Bronze
1513,C01513,Customer 1513,F,50+,Hyderabad,Central,India,Consumer,Bronze
1514,C01514,Customer 1514,F,50+,Delhi,North,India,Corporate,Bronze
1515,C01515,Customer 1515,F,50+,Delhi,North,India,Consumer,Silver
1516,C01516,Customer 1516,M,36-50,Bengaluru,South,India,Small Business,Silver
1517,C01517,Customer 1517,M,50+,Mumbai,West,India,Consumer,Bronze
1518,C01518,Customer 1518,M,26-35,Hyderabad,Central,India,Small Business,Bronze
1519,C01519,Customer 1519,M,26-35,Delhi,North,India,Consumer,Bronze
1520,C01520,Customer 1520,M,50+,Delhi,North,India,Consumer,Bronze
1521,C01521,Customer 1521,F,26-35,Mumbai,West,India,Consumer,Bronze
1522,C01522,Customer 1522,M,36-50,Mumbai,West,India,Consumer,Bronze
1523,C01523,Customer 1523,F,18-25,Delhi,North,India,Consumer,Silver
1524,C01524,Customer 1524,M,18-25,Delhi,North,India,Consumer,Gold
